aco_id,par_lbn,aco_name,aco_service_area,agreement_period_num,initial_start_date,current_start_date,re-entering_aco,basic_track,basic_track_level,enhanced_track,high_revenue_aco,low_revenue_aco,adv_pay,aim,aip,snf_3-day_rule_waiver,prospective_assignment,retrospective_assignment,aco_address,aco_public_reporting_website,aco_exec_name,aco_exec_email,aco_exec_phone,aco_public_name,aco_public_email,aco_public_phone,aco_compliance_contact_name,aco_medical_director_name
A1596,MCKINNEY MEDICAL CENTER INC,"Accountable Care Coalition of Georgia, LLC.",GA,4,01/01/2013,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accgeorgia.net/content/dam/centene/aco/pdfs/accga/A1596RequiredACOInformationforPublicReporting.pdf,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Kristin Buettner,Theresa Jacobs
A1596,MEDCURA HEALTH INC,"Accountable Care Coalition of Georgia, LLC.",GA,4,01/01/2013,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accgeorgia.net/content/dam/centene/aco/pdfs/accga/A1596RequiredACOInformationforPublicReporting.pdf,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Kristin Buettner,Theresa Jacobs
A1596,"MERIDIAN EDUCATION RESOURCE GROUP, INC.","Accountable Care Coalition of Georgia, LLC.",GA,4,01/01/2013,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accgeorgia.net/content/dam/centene/aco/pdfs/accga/A1596RequiredACOInformationforPublicReporting.pdf,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Kristin Buettner,Theresa Jacobs
A1596,NORTH GEORGIA HEALTH CARE CENTER,"Accountable Care Coalition of Georgia, LLC.",GA,4,01/01/2013,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accgeorgia.net/content/dam/centene/aco/pdfs/accga/A1596RequiredACOInformationforPublicReporting.pdf,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Kristin Buettner,Theresa Jacobs
A1596,OCONEE VALLEY HEALTHCARE INC,"Accountable Care Coalition of Georgia, LLC.",GA,4,01/01/2013,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accgeorgia.net/content/dam/centene/aco/pdfs/accga/A1596RequiredACOInformationforPublicReporting.pdf,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Kristin Buettner,Theresa Jacobs
A1596,"Palmetto Health Council, Inc","Accountable Care Coalition of Georgia, LLC.",GA,4,01/01/2013,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accgeorgia.net/content/dam/centene/aco/pdfs/accga/A1596RequiredACOInformationforPublicReporting.pdf,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Kristin Buettner,Theresa Jacobs
A1596,"Primary Care of Southwest Georgia, Inc","Accountable Care Coalition of Georgia, LLC.",GA,4,01/01/2013,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accgeorgia.net/content/dam/centene/aco/pdfs/accga/A1596RequiredACOInformationforPublicReporting.pdf,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Kristin Buettner,Theresa Jacobs
A1596,"Primary Health Care Center Of Dade, Inc","Accountable Care Coalition of Georgia, LLC.",GA,4,01/01/2013,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accgeorgia.net/content/dam/centene/aco/pdfs/accga/A1596RequiredACOInformationforPublicReporting.pdf,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Kristin Buettner,Theresa Jacobs
A1596,"South Central Primary Care Center, Inc","Accountable Care Coalition of Georgia, LLC.",GA,4,01/01/2013,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accgeorgia.net/content/dam/centene/aco/pdfs/accga/A1596RequiredACOInformationforPublicReporting.pdf,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Kristin Buettner,Theresa Jacobs
A1596,"Valley Healthcare System, Inc","Accountable Care Coalition of Georgia, LLC.",GA,4,01/01/2013,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accgeorgia.net/content/dam/centene/aco/pdfs/accga/A1596RequiredACOInformationforPublicReporting.pdf,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Karen Holt,Karen.Holt@WellCare.com,(281) 733-6257,Kristin Buettner,Theresa Jacobs
A4873,ALEX R PAVON MD PC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,ALLEGENY MEDICAL LLC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,CHANTILLY FAMILY PRACTICE,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,"DR. GHOUSIA SULTANA, M.D., P.A.","Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,DRS. CARPOUSIS & PRASAD LTD.,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,DULLES HEALTH LLC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,FAMILY CARE ASSOCIATES,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,"INTERNAL MEDICINE PRACTICE, P.C.","Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,JOHN CARY MD PC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,M RITA GHOSH MD PC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,MANZAR J SHAFI MD PA,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,MAXIMED ASSOCIATES INC.,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,MICHAEL COHEN,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,MIRZA S BAIG MD PC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,MOHAMAD ALABRASH,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,MOHAMMAD A KHALID MD PC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,MY MED CLINIC PA,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,NURUL CHOWDHURY,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,OLDE TOWNE URGENT CARE LLC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,OMNI HEALTH MANAGEMENT GROUP INC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,OPAL MEDICAL GROUP PA,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,PRI MED CARE PA,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,PRIMECARE MED LLC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,RIDGEVIEW INTERNAL MEDICINE LLC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,ROCKVILLE MEDICAL CARE LLC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,"ROSEU MEDICAL CENTER, LLC","Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,"SHAHID MAHMOOD MD, FAMILY PRACTICE PA","Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,SUNFLOWER HEALTH & WELLNESS CONSULTANTS,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,SUNITHA BHOGAVILLI MD PC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,TRUSTED AND INNOVATIVE HEALTHCARE LLC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
A4873,ZEUS PRIMARY CARE ASSOCIATES LLC,"Accountable Care Coalition of Northeast Partners, LLC","DC, MD, NJ, PA, VA, WV",2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.accnepartners.com/content/dam/centene/aco/pdfs/accnepartners/A4873RequiredACOInformationforPublicReporting.pdf,Shawn Bassett,Shawn.Bassett@wellcare.com,(914) 715-5526,Chris Price,Chris.Price@WellCare.com,(813) 206-1910,Kristin Buettner,farzana ajmal
